classname ; numberOfVersionsUntil: ; numberOfFixesUntil: ; numberOfRefactoringsUntil: ; numberOfAuthorsUntil: ; linesAddedUntil: ; maxLinesAddedUntil: ; avgLinesAddedUntil: ; linesRemovedUntil: ; maxLinesRemovedUntil: ; avgLinesRemovedUntil: ; codeChurnUntil: ; maxCodeChurnUntil: ; avgCodeChurnUntil: ; ageWithRespectTo: ; weightedAgeWithRespectTo: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::apache::lucene::util::BitVector ; 11 ; 1 ; 0 ; 6 ; 142.0 ; 75.0 ; 12.9091 ; 78.0 ; 51.0 ; 7.09091 ; 64.0 ; 68.0 ; 5.81818 ; 368.143 ; 248.907 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::regex::RegexTermEnum ; 2 ; 0 ; 0 ; 1 ; 2 ; 1 ; 1.0 ; 2 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 151.571 ; 0.857143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::BoostingQuery ; 4 ; 0 ; 0 ; 3 ; 22.0 ; 19.0 ; 5.5 ; 4.0 ; 1.0 ; 1.0 ; 18.0 ; 18.0 ; 4.5 ; 136.571 ; 63.013 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ngram::NGramTokenizer ; 5 ; 0 ; 0 ; 2 ; 58.0 ; 52.0 ; 11.6 ; 58.0 ; 52.0 ; 11.6 ; 0.0 ; 1.0 ; 0.0 ; 93.7143 ; 14.9483 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::ParseException ; 4 ; 1 ; 0 ; 3 ; 8.0 ; 6.0 ; 2.0 ; 12.0 ; 6.0 ; 3.0 ; -4.0 ; 0.0 ; -1.0 ; 264.857 ; 220.839 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::NoMoreDataException ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 80.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::HTMLParser ; 14 ; 6 ; 0 ; 6 ; 125.0 ; 34.0 ; 8.92857 ; 100.0 ; 28.0 ; 7.14286 ; 25.0 ; 19.0 ; 1.78571 ; 264.857 ; 56.4354 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::BasicQueryFactory ; 2 ; 0 ; 0 ; 2 ; 7.0 ; 6.0 ; 3.5 ; 6.0 ; 5.0 ; 3.0 ; 1.0 ; 1.0 ; 0.5 ; 170.143 ; 60.2449 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::br::BrazilianAnalyzer ; 9 ; 1 ; 0 ; 3 ; 9 ; 1 ; 1.0 ; 9 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 250.143 ; 19.0794 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::Similarity ; 28 ; 5 ; 0 ; 11 ; 694.0 ; 250.0 ; 24.7857 ; 282.0 ; 51.0 ; 10.0714 ; 412.0 ; 204.0 ; 14.7143 ; 368.143 ; 162.464 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::SimpleFragmenter ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 234.714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::SegmentTermVector ; 6 ; 1 ; 0 ; 4 ; 34.0 ; 26.0 ; 5.66667 ; 62.0 ; 49.0 ; 10.3333 ; -28.0 ; 22.0 ; -4.66667 ; 241.714 ; 56.9538 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::Constants ; 2 ; 0 ; 0 ; 2 ; 1.0 ; 1 ; 0.5 ; 1.0 ; 1 ; 0.5 ; 0.0 ; 0.0 ; 0.0 ; 99.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::WarmTask ; 4 ; 0 ; 0 ; 3 ; 69.0 ; 60.0 ; 17.25 ; 62.0 ; 60.0 ; 15.5 ; 7.0 ; 4.0 ; 1.75 ; 90.5714 ; 10.8944 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DefaultSkipListReader ; 3 ; 0 ; 0 ; 1 ; 116.0 ; 114.0 ; 38.6667 ; 116.0 ; 114.0 ; 38.6667 ; 0.0 ; 0.0 ; 0.0 ; 70.8571 ; 49.8498 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::el::GreekAnalyzer ; 3 ; 0 ; 0 ; 3 ; 4.0 ; 3.0 ; 1.33333 ; 4.0 ; 2.0 ; 1.33333 ; 0.0 ; 1.0 ; 0.0 ; 180.286 ; 131.893 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::SpanOrBuilder ; 2 ; 0 ; 0 ; 1 ; 17.0 ; 16.0 ; 8.5 ; 2.0 ; 1.0 ; 1.0 ; 15.0 ; 15.0 ; 7.5 ; 136.571 ; 45.042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::function::CustomScoreQuery ; 5 ; 2 ; 0 ; 2 ; 172.0 ; 165.0 ; 34.4 ; 56.0 ; 49.0 ; 11.2 ; 116.0 ; 116.0 ; 23.2 ; 70.1429 ; 27.4377 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::SortedTermVectorMapper ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 63.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::sinks::TokenTypeSinkTokenizer ; 2 ; 0 ; 0 ; 2 ; 2.0 ; 1.0 ; 1.0 ; 2.0 ; 1.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 43.7143 ; 18.3571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spans::SpanWeight ; 8 ; 1 ; 0 ; 6 ; 64.0 ; 22.0 ; 8.0 ; 45.0 ; 20.0 ; 5.625 ; 19.0 ; 16.0 ; 2.375 ; 244.714 ; 78.933 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::FuzzyTermEnum ; 15 ; 2 ; 0 ; 6 ; 498.0 ; 201.0 ; 33.2 ; 366.0 ; 177.0 ; 24.4 ; 132.0 ; 106.0 ; 8.8 ; 368.143 ; 161.324 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::function::ShortFieldSource ; 2 ; 0 ; 0 ; 1 ; 3.0 ; 2.0 ; 1.5 ; 3.0 ; 2.0 ; 1.5 ; 0.0 ; 0.0 ; 0.0 ; 70.1429 ; 18.0952 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::payloads::BoostingTermQuery ; 10 ; 1 ; 0 ; 3 ; 56.0 ; 43.0 ; 5.6 ; 51.0 ; 26.0 ; 5.1 ; 5.0 ; 31.0 ; 0.5 ; 80.0 ; 9.34694 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::TokenSources ; 5 ; 0 ; 0 ; 5 ; 70.0 ; 43.0 ; 14.0 ; 18.0 ; 8.0 ; 3.6 ; 52.0 ; 36.0 ; 10.4 ; 190.0 ; 146.902 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::ParserThread ; 4 ; 0 ; 0 ; 4 ; 31.0 ; 13.0 ; 7.75 ; 68.0 ; 51.0 ; 17.0 ; -37.0 ; 1.0 ; -9.25 ; 349.571 ; 143.184 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::EnglishStemmer ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 6.57143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermVectorEntry ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 63.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::LucenePackage ; 3 ; 0 ; 0 ; 3 ; 7.0 ; 6.0 ; 2.33333 ; 6.0 ; 5.0 ; 2.0 ; 1.0 ; 1.0 ; 0.333333 ; 186.571 ; 74.3265 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldSortedTermVectorMapper ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 63.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::BufferedIndexInput ; 12 ; 3 ; 0 ; 5 ; 145.0 ; 52.0 ; 12.0833 ; 52.0 ; 13.0 ; 4.33333 ; 93.0 ; 48.0 ; 7.75 ; 211.857 ; 132.914 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldInfos ; 25 ; 3 ; 1 ; 11 ; 398.0 ; 110.0 ; 15.92 ; 238.0 ; 51.0 ; 9.52 ; 160.0 ; 77.0 ; 6.4 ; 368.143 ; 198.416 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermInfosReader ; 26 ; 1 ; 0 ; 9 ; 334.0 ; 89.0 ; 12.8462 ; 221.0 ; 51.0 ; 8.5 ; 113.0 ; 54.0 ; 4.34615 ; 368.143 ; 251.482 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::swing::models::RestaurantInfo ; 2 ; 0 ; 0 ; 2 ; 2.0 ; 1.0 ; 1.0 ; 4.0 ; 3.0 ; 2.0 ; -2.0 ; 0 ; -1.0 ; 187.0 ; 91.8571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::TaskSequence ; 12 ; 3 ; 0 ; 4 ; 430.0 ; 295.0 ; 35.8333 ; 348.0 ; 295.0 ; 29.0 ; 82.0 ; 25.0 ; 6.83333 ; 90.5714 ; 18.2093 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FreqProxTermsWriterPerThread ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DocInverter ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::SortedVIntList ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 35.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::cn::ChineseAnalyzer ; 2 ; 0 ; 0 ; 2 ; 2 ; 1 ; 1.0 ; 2 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 250.143 ; 2.14286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::je::JEDirectory ; 4 ; 0 ; 0 ; 4 ; 9.0 ; 6.0 ; 2.25 ; 9.0 ; 5.0 ; 2.25 ; 0.0 ; 1.0 ; 0.0 ; 143.857 ; 52.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::GradientFormatter ; 4 ; 0 ; 0 ; 2 ; 4 ; 1 ; 1.0 ; 4 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 196.714 ; 0.75 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::wordnet::Syns2Index ; 6 ; 0 ; 0 ; 3 ; 6 ; 1 ; 1.0 ; 6 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 308.0 ; 69.1667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MergePolicy ; 8 ; 1 ; 0 ; 1 ; 72.0 ; 19.0 ; 9.0 ; 24.0 ; 13.0 ; 3.0 ; 48.0 ; 18.0 ; 6.0 ; 55.1429 ; 15.2698 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::QueryUtils ; 11 ; 3 ; 0 ; 5 ; 352.0 ; 128.0 ; 32.0 ; 192.0 ; 128.0 ; 17.4545 ; 160.0 ; 58.0 ; 14.5455 ; 151.143 ; 74.1039 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::memory::SynonymTokenFilter ; 5 ; 0 ; 0 ; 4 ; 128.0 ; 100.0 ; 25.6 ; 125.0 ; 100.0 ; 25.0 ; 3.0 ; 3.0 ; 0.6 ; 148.571 ; 46.856 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::DisjunctionSumScorer ; 5 ; 1 ; 0 ; 3 ; 95.0 ; 85.0 ; 19.0 ; 71.0 ; 62.0 ; 14.2 ; 24.0 ; 23.0 ; 4.8 ; 193.286 ; 88.7594 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::NativeFSLockFactory ; 9 ; 3 ; 0 ; 2 ; 213.0 ; 119.0 ; 23.6667 ; 194.0 ; 92.0 ; 21.5556 ; 19.0 ; 27.0 ; 2.11111 ; 103.286 ; 12.9215 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::SpanNearClauseFactory ; 3 ; 1 ; 0 ; 2 ; 7.0 ; 6.0 ; 2.33333 ; 19.0 ; 13.0 ; 6.33333 ; -12.0 ; 1.0 ; -4.0 ; 170.143 ; 60.2449 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spell::PlainTextDictionary ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 205.143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::BufferedIndexOutput ; 7 ; 1 ; 0 ; 4 ; 63.0 ; 35.0 ; 9.0 ; 18.0 ; 7.0 ; 2.57143 ; 45.0 ; 33.0 ; 6.42857 ; 210.143 ; 89.0612 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::document::MapFieldSelector ; 5 ; 0 ; 0 ; 3 ; 18.0 ; 15.0 ; 3.6 ; 9.0 ; 5.0 ; 1.8 ; 9.0 ; 10.0 ; 1.8 ; 121.571 ; 47.5873 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::MockFilter ; 3 ; 0 ; 0 ; 2 ; 3 ; 1 ; 1.0 ; 3 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 200.429 ; 44.8571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::instantiated::InstantiatedIndex ; 3 ; 0 ; 0 ; 2 ; 87.0 ; 83.0 ; 29.0 ; 11.0 ; 7.0 ; 3.66667 ; 76.0 ; 76.0 ; 25.3333 ; 29.8571 ; 15.4795 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldReaderException ; 4 ; 1 ; 0 ; 3 ; 97.0 ; 79.0 ; 24.25 ; 88.0 ; 79.0 ; 22.0 ; 9.0 ; 7.0 ; 2.25 ; 121.571 ; 84.5449 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::LockFactory ; 6 ; 1 ; 0 ; 2 ; 32.0 ; 11.0 ; 5.33333 ; 14.0 ; 5.0 ; 2.33333 ; 18.0 ; 9.0 ; 3.0 ; 110.143 ; 26.9509 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::trec::QueryDriver ; 2 ; 0 ; 0 ; 2 ; 3.0 ; 2.0 ; 1.5 ; 2.0 ; 1.0 ; 1.0 ; 1.0 ; 1.0 ; 0.5 ; 51.0 ; 7.42857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermsHashConsumerPerField ; 2 ; 0 ; 1 ; 1 ; 2.0 ; 1.0 ; 1.0 ; 1.0 ; 1 ; 0.5 ; 1.0 ; 1.0 ; 0.5 ; 11.7143 ; 1.28571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::TermsQueryBuilder ; 4 ; 0 ; 0 ; 3 ; 21.0 ; 16.0 ; 5.25 ; 12.0 ; 6.0 ; 3.0 ; 9.0 ; 12.0 ; 2.25 ; 119.143 ; 44.5442 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spans::TermSpans ; 2 ; 0 ; 0 ; 1 ; 16.0 ; 15.0 ; 8.0 ; 2.0 ; 1.0 ; 1.0 ; 14.0 ; 14.0 ; 7.0 ; 80.0 ; 68.4375 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::TokenMgrError ; 3 ; 1 ; 0 ; 2 ; 3.0 ; 1.0 ; 1.0 ; 3.0 ; 1.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 264.857 ; 159.143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::TopDocs ; 7 ; 1 ; 0 ; 4 ; 50.0 ; 15.0 ; 7.14286 ; 67.0 ; 51.0 ; 9.57143 ; -17.0 ; 13.0 ; -2.42857 ; 368.143 ; 151.086 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::trec::TrecJudge ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 62.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::SimpleCharStream ; 4 ; 0 ; 0 ; 4 ; 65.0 ; 46.0 ; 16.25 ; 27.0 ; 18.0 ; 6.75 ; 38.0 ; 38.0 ; 9.5 ; 264.857 ; 227.662 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermsHashConsumerPerThread ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FormatPostingsPositionsConsumer ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::parser::QueryParser ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 170.143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::instantiated::InstantiatedTermPositions ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 29.8571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::el::GreekCharsets ; 2 ; 0 ; 0 ; 2 ; 1.0 ; 1 ; 0.5 ; 2.0 ; 1.0 ; 1.0 ; -1.0 ; 0 ; -0.5 ; 180.286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::stats::QueryData ; 3 ; 0 ; 0 ; 2 ; 1.0 ; 1 ; 0.333333 ; 2.0 ; 1.0 ; 0.666667 ; -1.0 ; 0.0 ; -0.333333 ; 99.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::FileBasedQueryMaker ; 2 ; 0 ; 0 ; 2 ; 2.0 ; 1.0 ; 1.0 ; 2.0 ; 1.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 81.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::FinnishStemmer ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 6.57143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::SpanScorer ; 3 ; 0 ; 0 ; 3 ; 7.0 ; 5.0 ; 2.33333 ; 7.0 ; 5.0 ; 2.33333 ; 0.0 ; 0.0 ; 0.0 ; 23.1429 ; 15.8775 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::regex::RegexQuery ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 151.571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::document::Field ; 46 ; 7 ; 0 ; 10 ; 991.0 ; 136.0 ; 21.5435 ; 684.0 ; 199.0 ; 14.8696 ; 307.0 ; 133.0 ; 6.67391 ; 368.143 ; 189.416 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::TurkishStemmer ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 6.57143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::WhitespaceTokenizer ; 5 ; 2 ; 0 ; 2 ; 22.0 ; 13.0 ; 4.4 ; 59.0 ; 51.0 ; 11.8 ; -37.0 ; 1.0 ; -7.4 ; 349.857 ; 135.565 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::DeleteFiles ; 7 ; 1 ; 0 ; 5 ; 46.0 ; 18.0 ; 6.57143 ; 69.0 ; 51.0 ; 9.85714 ; -23.0 ; 9.0 ; -3.28571 ; 349.571 ; 154.186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder ; 2 ; 0 ; 0 ; 1 ; 17.0 ; 16.0 ; 8.5 ; 2.0 ; 1.0 ; 1.0 ; 15.0 ; 15.0 ; 7.5 ; 136.571 ; 45.042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::InvertedDocConsumerPerField ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::SegmentMergeInfo ; 6 ; 0 ; 0 ; 4 ; 48.0 ; 17.0 ; 8.0 ; 73.0 ; 51.0 ; 12.1667 ; -25.0 ; 14.0 ; -4.16667 ; 368.143 ; 170.17 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::FuzzyLikeThisQuery ; 8 ; 2 ; 0 ; 4 ; 98.0 ; 52.0 ; 12.25 ; 78.0 ; 47.0 ; 9.75 ; 20.0 ; 17.0 ; 2.5 ; 136.571 ; 56.8426 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldInvertState ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DocFieldConsumersPerThread ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::GCJIndexInput ; 4 ; 0 ; 0 ; 3 ; 9.0 ; 6.0 ; 2.25 ; 9.0 ; 5.0 ; 2.25 ; 0.0 ; 1.0 ; 0.0 ; 211.286 ; 74.3492 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::MMapDirectory ; 8 ; 3 ; 0 ; 5 ; 159.0 ; 128.0 ; 19.875 ; 44.0 ; 16.0 ; 5.5 ; 115.0 ; 116.0 ; 14.375 ; 210.143 ; 10.2749 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::instantiated::InstantiatedTermEnum ; 2 ; 0 ; 0 ; 2 ; 2.0 ; 1.0 ; 1.0 ; 2.0 ; 1.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 29.8571 ; 7.64286 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::wordnet::SynExpand ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 195.143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder ; 2 ; 0 ; 0 ; 1 ; 17.0 ; 16.0 ; 8.5 ; 2.0 ; 1.0 ; 1.0 ; 15.0 ; 15.0 ; 7.5 ; 132.286 ; 41.0084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::utils::QualityQueriesFinder ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 62.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::WriteLineDocTask ; 2 ; 0 ; 0 ; 1 ; 4.0 ; 3.0 ; 2.0 ; 3.0 ; 2.0 ; 1.5 ; 1.0 ; 1.0 ; 0.5 ; 63.0 ; 1.60714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::LockObtainFailedException ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 85.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::WildcardQuery ; 9 ; 2 ; 0 ; 6 ; 56.0 ; 13.0 ; 6.22222 ; 73.0 ; 51.0 ; 8.11111 ; -17.0 ; 11.0 ; -1.88889 ; 368.143 ; 172.074 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::TimeLimitedCollector ; 2 ; 1 ; 0 ; 1 ; 40.0 ; 39.0 ; 20.0 ; 2.0 ; 1.0 ; 1.0 ; 38.0 ; 38.0 ; 19.0 ; 34.1429 ; 4.875 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::ReutersQueryMaker ; 5 ; 0 ; 0 ; 4 ; 121.0 ; 107.0 ; 24.2 ; 164.0 ; 107.0 ; 32.8 ; -43.0 ; 0.0 ; -8.6 ; 90.5714 ; 11.3022 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
