classname ; numberOfVersionsUntil: ; numberOfFixesUntil: ; numberOfRefactoringsUntil: ; numberOfAuthorsUntil: ; linesAddedUntil: ; maxLinesAddedUntil: ; avgLinesAddedUntil: ; linesRemovedUntil: ; maxLinesRemovedUntil: ; avgLinesRemovedUntil: ; codeChurnUntil: ; maxCodeChurnUntil: ; avgCodeChurnUntil: ; ageWithRespectTo: ; weightedAgeWithRespectTo: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::pde::internal::ui::refactoring::CreateHeaderChangeOperation ; 5 ; 0 ; 2 ; 2 ; 38.0 ; 20.0 ; 7.6 ; 36.0 ; 35.0 ; 7.2 ; 2.0 ; 14.0 ; 0.4 ; 71.8571 ; 22.0226 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::build::PluginExportJob ; 9 ; 0 ; 0 ; 4 ; 19.0 ; 7.0 ; 2.11111 ; 94.0 ; 71.0 ; 10.4444 ; -75.0 ; 7.0 ; -8.33333 ; 170.286 ; 46.1429 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaFormOutlinePage ; 22 ; 1 ; 0 ; 8 ; 132.0 ; 35.0 ; 6.0 ; 142.0 ; 49.0 ; 6.45455 ; -10.0 ; 7.0 ; -0.454545 ; 335.286 ; 138.313 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::SiteLabelProvider ; 11 ; 0 ; 0 ; 5 ; 48.0 ; 24.0 ; 4.36364 ; 58.0 ; 22.0 ; 5.27273 ; -10.0 ; 22.0 ; -0.909091 ; 194.143 ; 102.824 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::launcher::TracingPropertySource ; 18 ; 1 ; 0 ; 7 ; 449.0 ; 167.0 ; 24.9444 ; 393.0 ; 156.0 ; 21.8333 ; 56.0 ; 15.0 ; 3.11111 ; 335.286 ; 130.322 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::RenamePluginWizardPage ; 5 ; 0 ; 2 ; 2 ; 32.0 ; 20.0 ; 6.4 ; 83.0 ; 74.0 ; 16.6 ; -51.0 ; 3.0 ; -10.2 ; 79.8571 ; 33.1875 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::WizardNode ; 13 ; 2 ; 0 ; 8 ; 86.0 ; 44.0 ; 6.61538 ; 74.0 ; 43.0 ; 5.69231 ; 12.0 ; 6.0 ; 0.923077 ; 335.286 ; 232.954 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::feature::FeatureSpecPage ; 21 ; 1 ; 0 ; 6 ; 267.0 ; 73.0 ; 12.7143 ; 345.0 ; 209.0 ; 16.4286 ; -78.0 ; 32.0 ; -3.71429 ; 240.714 ; 56.2836 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::registry::ExtensionAdapter ; 3 ; 0 ; 0 ; 2 ; 4.0 ; 4.0 ; 1.33333 ; 0.0 ; 0.0 ; 0.0 ; 4.0 ; 4.0 ; 1.33333 ; 381.0 ; 0.571429 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::PDEWizardNewFileCreationPage ; 3 ; 0 ; 1 ; 3 ; 22.0 ; 19.0 ; 7.33333 ; 6.0 ; 5.0 ; 2.0 ; 16.0 ; 18.0 ; 5.33333 ; 83.0 ; 7.77273 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::ui::templates::TemplateOption ; 14 ; 2 ; 0 ; 6 ; 176.0 ; 72.0 ; 12.5714 ; 127.0 ; 72.0 ; 9.07143 ; 49.0 ; 72.0 ; 3.5 ; 333.143 ; 68.6713 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::LineBreakingReader ; 2 ; 0 ; 0 ; 2 ; 2.0 ; 2.0 ; 1.0 ; 6.0 ; 6.0 ; 3.0 ; -4.0 ; 0.0 ; -2.0 ; 111.714 ; 77.5714 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::XMLRootElementMatcher ; 2 ; 0 ; 0 ; 2 ; 10.0 ; 10.0 ; 5.0 ; 16.0 ; 16.0 ; 8.0 ; -6.0 ; 0.0 ; -3.0 ; 55.1429 ; 21.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::DependencyManagementSection ; 23 ; 2 ; 0 ; 4 ; 770.0 ; 219.0 ; 33.4783 ; 348.0 ; 263.0 ; 15.1304 ; 422.0 ; 219.0 ; 18.3478 ; 128.429 ; 66.7935 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::rcp::ViewRCPTemplate ; 6 ; 0 ; 1 ; 4 ; 37.0 ; 31.0 ; 6.16667 ; 36.0 ; 33.0 ; 6.0 ; 1.0 ; 3.0 ; 0.166667 ; 95.5714 ; 53.0772 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::XMLEditingModel ; 15 ; 0 ; 0 ; 4 ; 440.0 ; 111.0 ; 29.3333 ; 86.0 ; 25.0 ; 5.73333 ; 354.0 ; 110.0 ; 23.6 ; 151.143 ; 62.825 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::SearchablePluginsManager ; 51 ; 1 ; 0 ; 8 ; 886.0 ; 239.0 ; 17.3725 ; 677.0 ; 275.0 ; 13.2745 ; 209.0 ; 59.0 ; 4.09804 ; 307.0 ; 160.78 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::ArchiveSection ; 17 ; 0 ; 0 ; 6 ; 476.0 ; 213.0 ; 28.0 ; 466.0 ; 298.0 ; 27.4118 ; 10.0 ; 189.0 ; 0.588235 ; 257.429 ; 51.6633 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::AbstractNLModel ; 7 ; 0 ; 0 ; 4 ; 110.0 ; 56.0 ; 15.7143 ; 6.0 ; 4.0 ; 0.857143 ; 104.0 ; 56.0 ; 14.8571 ; 92.5714 ; 6.81558 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesSection ; 42 ; 1 ; 0 ; 8 ; 666.0 ; 179.0 ; 15.8571 ; 454.0 ; 123.0 ; 10.8095 ; 212.0 ; 66.0 ; 5.04762 ; 331.714 ; 147.961 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::RenameProjectChange ; 4 ; 0 ; 1 ; 1 ; 21.0 ; 17.0 ; 5.25 ; 26.0 ; 24.0 ; 6.5 ; -5.0 ; 2.0 ; -1.25 ; 79.8571 ; 37.9456 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::PDESelectAnnotationRulerAction ; 4 ; 0 ; 0 ; 3 ; 11.0 ; 10.0 ; 2.75 ; 22.0 ; 19.0 ; 5.5 ; -11.0 ; 0.0 ; -2.75 ; 130.0 ; 92.974 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizard ; 20 ; 2 ; 0 ; 8 ; 243.0 ; 86.0 ; 12.15 ; 318.0 ; 112.0 ; 15.9 ; -75.0 ; 14.0 ; -3.75 ; 299.429 ; 178.855 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::ide::UniversalWelcomeTemplate ; 5 ; 0 ; 1 ; 3 ; 33.0 ; 17.0 ; 6.6 ; 31.0 ; 26.0 ; 6.2 ; 2.0 ; 14.0 ; 0.4 ; 95.5714 ; 37.0693 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::PDEProjectionSourcePage ; 10 ; 1 ; 0 ; 4 ; 327.0 ; 106.0 ; 32.7 ; 53.0 ; 40.0 ; 5.3 ; 274.0 ; 106.0 ; 27.4 ; 122.429 ; 12.1857 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::exports::BuildUtilities ; 2 ; 0 ; 0 ; 2 ; 1.0 ; 1.0 ; 0.5 ; 1.0 ; 1.0 ; 0.5 ; 0.0 ; 0.0 ; 0.0 ; 128.143 ; 92.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::RemoveRequireBundleResolution ; 5 ; 1 ; 1 ; 4 ; 15.0 ; 10.0 ; 3.0 ; 7.0 ; 5.0 ; 1.4 ; 8.0 ; 10.0 ; 1.6 ; 150.429 ; 43.819 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::commands::TagManager ; 3 ; 0 ; 0 ; 2 ; 32.0 ; 28.0 ; 10.6667 ; 35.0 ; 31.0 ; 11.6667 ; -3.0 ; 0.0 ; -1.0 ; 104.857 ; 63.4107 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::search::dependencies::PackageFinder ; 3 ; 0 ; 0 ; 1 ; 80.0 ; 79.0 ; 26.6667 ; 109.0 ; 108.0 ; 36.3333 ; -29.0 ; 0.0 ; -9.66667 ; 83.8571 ; 49.1643 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::schema::SchemaRegistry ; 43 ; 4 ; 0 ; 9 ; 760.0 ; 332.0 ; 17.6744 ; 864.0 ; 385.0 ; 20.093 ; -104.0 ; 66.0 ; -2.4186 ; 335.286 ; 91.8015 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::NewArchiveDialog ; 18 ; 1 ; 0 ; 6 ; 223.0 ; 141.0 ; 12.3889 ; 172.0 ; 69.0 ; 9.55556 ; 51.0 ; 72.0 ; 2.83333 ; 287.857 ; 93.8065 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::BundleNameHeader ; 4 ; 0 ; 0 ; 2 ; 67.0 ; 32.0 ; 16.75 ; 4.0 ; 4.0 ; 1.0 ; 63.0 ; 32.0 ; 15.75 ; 151.0 ; 5.34755 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::exports::FeatureOptionsTab ; 10 ; 0 ; 0 ; 4 ; 214.0 ; 77.0 ; 21.4 ; 33.0 ; 20.0 ; 3.3 ; 181.0 ; 77.0 ; 18.1 ; 140.0 ; 28.3264 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::exports::SiteBuildOperation ; 7 ; 0 ; 0 ; 3 ; 62.0 ; 34.0 ; 8.85714 ; 16.0 ; 6.0 ; 2.28571 ; 46.0 ; 33.0 ; 6.57143 ; 128.143 ; 110.7 ; 2 ; 0 ; 1 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::converter::PluginConverter ; 7 ; 0 ; 0 ; 3 ; 85.0 ; 41.0 ; 12.1429 ; 68.0 ; 30.0 ; 9.71429 ; 17.0 ; 11.0 ; 2.42857 ; 106.0 ; 30.2353 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::nls::ExternalizeStringsProcessor ; 2 ; 0 ; 0 ; 2 ; 8.0 ; 8.0 ; 4.0 ; 21.0 ; 21.0 ; 10.5 ; -13.0 ; 0.0 ; -6.5 ; 58.0 ; 23.8571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpContext ; 1 ; 0 ; 0 ; 1 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 33.4286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::feature::OpenProjectWizardAction ; 15 ; 1 ; 0 ; 6 ; 48.0 ; 10.0 ; 3.2 ; 38.0 ; 8.0 ; 2.53333 ; 10.0 ; 10.0 ; 0.666667 ; 228.0 ; 79.1696 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpContentProvider ; 1 ; 0 ; 0 ; 1 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 33.4286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::BaseProductCreationOperation ; 26 ; 1 ; 0 ; 5 ; 168.0 ; 29.0 ; 6.46154 ; 120.0 ; 49.0 ; 4.61538 ; 48.0 ; 15.0 ; 1.84615 ; 190.143 ; 66.2338 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::FeaturesPage ; 17 ; 0 ; 0 ; 6 ; 195.0 ; 49.0 ; 11.4706 ; 117.0 ; 31.0 ; 6.88235 ; 78.0 ; 36.0 ; 4.58824 ; 241.714 ; 62.1326 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::preferences::TargetEnvironmentPreferenceNode ; 8 ; 0 ; 0 ; 3 ; 20.0 ; 10.0 ; 2.5 ; 107.0 ; 93.0 ; 13.375 ; -87.0 ; 10.0 ; -10.875 ; 239.0 ; 75.6929 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::feature::FeatureInfo ; 20 ; 1 ; 0 ; 7 ; 110.0 ; 38.0 ; 5.5 ; 100.0 ; 39.0 ; 5.0 ; 10.0 ; 10.0 ; 0.5 ; 335.286 ; 79.8883 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::ProductDefinitionOperation ; 39 ; 0 ; 0 ; 6 ; 1217.0 ; 223.0 ; 31.2051 ; 657.0 ; 118.0 ; 16.8462 ; 560.0 ; 220.0 ; 14.359 ; 187.857 ; 61.2122 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::launcher::OSGiValidationOperation ; 2 ; 0 ; 0 ; 1 ; 1.0 ; 1.0 ; 0.5 ; 1.0 ; 1.0 ; 0.5 ; 0.0 ; 0.0 ; 0.0 ; 77.4286 ; 5.85714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::HeaderMap ; 2 ; 0 ; 0 ; 2 ; 4.0 ; 4.0 ; 2.0 ; 4.0 ; 4.0 ; 2.0 ; 0.0 ; 0.0 ; 0.0 ; 72.4286 ; 36.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::DocumentXMLNode ; 2 ; 0 ; 0 ; 2 ; 1.0 ; 1.0 ; 0.5 ; 1.0 ; 1.0 ; 0.5 ; 0.0 ; 0.0 ; 0.0 ; 56.4286 ; 20.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::PDERefactoringAction ; 3 ; 0 ; 1 ; 1 ; 22.0 ; 12.0 ; 7.33333 ; 12.0 ; 12.0 ; 4.0 ; 10.0 ; 10.0 ; 3.33333 ; 45.8571 ; 7.75325 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::ui::internal::views::log::SharedImages ; 3 ; 0 ; 0 ; 1 ; 12.0 ; 9.0 ; 4.0 ; 11.0 ; 10.0 ; 3.66667 ; 1.0 ; 2.0 ; 0.333333 ; 49.4286 ; 10.5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::XMLDoubleClickStrategy ; 4 ; 0 ; 0 ; 3 ; 6.0 ; 4.0 ; 1.5 ; 9.0 ; 7.0 ; 2.25 ; -3.0 ; 0.0 ; -0.75 ; 147.571 ; 83.0476 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::PDERuntimePlugin ; 4 ; 0 ; 0 ; 2 ; 5.0 ; 4.0 ; 1.25 ; 1.0 ; 1.0 ; 0.25 ; 4.0 ; 4.0 ; 1.0 ; 381.0 ; 3.25714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::builders::PDEMarkerFactory ; 23 ; 7 ; 1 ; 4 ; 94.0 ; 24.0 ; 4.08696 ; 51.0 ; 18.0 ; 2.21739 ; 43.0 ; 11.0 ; 1.86957 ; 133.571 ; 32.6565 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::AddBuildEntryResolution ; 4 ; 2 ; 1 ; 2 ; 11.0 ; 10.0 ; 2.75 ; 5.0 ; 4.0 ; 1.25 ; 6.0 ; 10.0 ; 1.5 ; 130.857 ; 11.9091 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::details::TocLinkDetails ; 10 ; 0 ; 0 ; 4 ; 455.0 ; 212.0 ; 45.5 ; 89.0 ; 46.0 ; 8.9 ; 366.0 ; 212.0 ; 36.6 ; 61.1429 ; 3.5551 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::plugin::AbstractPluginModelBase ; 61 ; 2 ; 1 ; 9 ; 508.0 ; 54.0 ; 8.32787 ; 506.0 ; 82.0 ; 8.29508 ; 2.0 ; 40.0 ; 0.0327869 ; 335.286 ; 120.229 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardExpressPage ; 46 ; 0 ; 0 ; 7 ; 428.0 ; 50.0 ; 9.30435 ; 302.0 ; 72.0 ; 6.56522 ; 126.0 ; 41.0 ; 2.73913 ; 275.429 ; 80.5377 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::BuildInputContextManager ; 8 ; 0 ; 0 ; 4 ; 23.0 ; 10.0 ; 2.875 ; 25.0 ; 10.0 ; 3.125 ; -2.0 ; 4.0 ; -0.25 ; 227.429 ; 19.646 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::ViewCommandTarget ; 5 ; 0 ; 0 ; 3 ; 6.0 ; 3.0 ; 1.2 ; 12.0 ; 6.0 ; 2.4 ; -6.0 ; 0.0 ; -1.2 ; 183.857 ; 116.833 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::AbstractManifestMarkerResolution ; 6 ; 2 ; 1 ; 3 ; 20.0 ; 10.0 ; 3.33333 ; 28.0 ; 18.0 ; 4.66667 ; -8.0 ; 7.0 ; -1.33333 ; 128.286 ; 28.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::TargetInputContext ; 4 ; 0 ; 0 ; 3 ; 10.0 ; 7.0 ; 2.5 ; 19.0 ; 17.0 ; 4.75 ; -9.0 ; 1.0 ; -2.25 ; 144.857 ; 95.1714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::nls::ModelChangeTable ; 10 ; 0 ; 0 ; 3 ; 170.0 ; 74.0 ; 17.0 ; 60.0 ; 43.0 ; 6.0 ; 110.0 ; 74.0 ; 11.0 ; 154.857 ; 9.96639 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::samples::SelectionPage ; 2 ; 0 ; 0 ; 2 ; 32.0 ; 32.0 ; 16.0 ; 32.0 ; 32.0 ; 16.0 ; 0.0 ; 0.0 ; 0.0 ; 151.143 ; 117.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::extension::NewSchemaFileMainPage ; 22 ; 1 ; 0 ; 8 ; 340.0 ; 93.0 ; 15.4545 ; 171.0 ; 28.0 ; 7.77273 ; 169.0 ; 67.0 ; 7.68182 ; 335.286 ; 182.176 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::CheatSheetUtil ; 4 ; 0 ; 0 ; 3 ; 69.0 ; 61.0 ; 17.25 ; 12.0 ; 8.0 ; 3.0 ; 57.0 ; 58.0 ; 14.25 ; 102.0 ; 31.0745 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::details::TocTopicDetails ; 9 ; 0 ; 0 ; 4 ; 542.0 ; 252.0 ; 60.2222 ; 98.0 ; 51.0 ; 10.8889 ; 444.0 ; 252.0 ; 49.3333 ; 61.1429 ; 3.74275 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::MoveFromChange ; 8 ; 0 ; 0 ; 3 ; 67.0 ; 21.0 ; 8.375 ; 30.0 ; 14.0 ; 3.75 ; 37.0 ; 18.0 ; 4.625 ; 157.286 ; 16.2964 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::FeatureSelectionDialog ; 9 ; 0 ; 0 ; 5 ; 23.0 ; 10.0 ; 2.55556 ; 34.0 ; 9.0 ; 3.77778 ; -11.0 ; 8.0 ; -1.22222 ; 188.286 ; 104.404 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferencePage ; 104 ; 3 ; 0 ; 10 ; 1965.0 ; 290.0 ; 18.8942 ; 1258.0 ; 164.0 ; 12.0962 ; 707.0 ; 250.0 ; 6.79808 ; 335.286 ; 166.53 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::PDERenameParticipant ; 12 ; 0 ; 2 ; 4 ; 139.0 ; 42.0 ; 11.5833 ; 96.0 ; 49.0 ; 8.0 ; 43.0 ; 32.0 ; 3.58333 ; 158.143 ; 49.7225 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::ExportPackageHeader ; 13 ; 2 ; 0 ; 4 ; 145.0 ; 48.0 ; 11.1538 ; 53.0 ; 30.0 ; 4.07692 ; 92.0 ; 48.0 ; 7.07692 ; 151.143 ; 28.4443 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::ant::ConvertSchemaToHTML ; 13 ; 0 ; 0 ; 5 ; 55.0 ; 33.0 ; 4.23077 ; 99.0 ; 58.0 ; 7.61538 ; -44.0 ; 1.0 ; -3.38462 ; 133.571 ; 75.4987 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::compare::ManifestContentMergeViewerCreator ; 3 ; 0 ; 0 ; 1 ; 11.0 ; 10.0 ; 3.66667 ; 1.0 ; 1.0 ; 0.333333 ; 10.0 ; 10.0 ; 3.33333 ; 144.429 ; 17.3896 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::launcher::BundleLauncherHelper ; 7 ; 0 ; 0 ; 3 ; 74.0 ; 33.0 ; 10.5714 ; 37.0 ; 20.0 ; 5.28571 ; 37.0 ; 27.0 ; 5.28571 ; 71.5714 ; 39.6236 ; 1 ; 0 ; 1 ; 1 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::templates::TemplateSelectionPage ; 25 ; 2 ; 0 ; 6 ; 264.0 ; 82.0 ; 10.56 ; 259.0 ; 65.0 ; 10.36 ; 5.0 ; 23.0 ; 0.2 ; 335.286 ; 92.7451 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::toc::TocOperation ; 6 ; 0 ; 0 ; 3 ; 231.0 ; 99.0 ; 38.5 ; 41.0 ; 27.0 ; 6.83333 ; 190.0 ; 99.0 ; 31.6667 ; 61.1429 ; 3.54174 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::imports::PluginImportOperation ; 133 ; 4 ; 0 ; 9 ; 3644.0 ; 368.0 ; 27.3985 ; 3241.0 ; 617.0 ; 24.3684 ; 403.0 ; 148.0 ; 3.03008 ; 335.286 ; 151.622 ; 4 ; 0 ; 2 ; 1 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::rows::ChoiceAttributeRow ; 17 ; 1 ; 0 ; 6 ; 129.0 ; 30.0 ; 7.58824 ; 54.0 ; 28.0 ; 3.17647 ; 75.0 ; 28.0 ; 4.41176 ; 227.429 ; 71.0277 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::launcher::BaseBlock ; 17 ; 1 ; 0 ; 4 ; 481.0 ; 182.0 ; 28.2941 ; 106.0 ; 64.0 ; 6.23529 ; 375.0 ; 182.0 ; 22.0588 ; 156.429 ; 21.0582 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpTreeSection ; 2 ; 0 ; 0 ; 1 ; 5.0 ; 5.0 ; 2.5 ; 7.0 ; 7.0 ; 3.5 ; -2.0 ; 0.0 ; -1.0 ; 33.4286 ; 1.14286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAbstractAddAction ; 3 ; 0 ; 0 ; 2 ; 17.0 ; 9.0 ; 5.66667 ; 32.0 ; 22.0 ; 10.6667 ; -15.0 ; 0.0 ; -5.0 ; 98.0 ; 48.3529 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::builders::PluginErrorReporter ; 6 ; 0 ; 0 ; 4 ; 38.0 ; 30.0 ; 6.33333 ; 80.0 ; 70.0 ; 13.3333 ; -42.0 ; 0.0 ; -7.0 ; 335.286 ; 180.481 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::DependenciesPage ; 33 ; 1 ; 0 ; 8 ; 325.0 ; 38.0 ; 9.84848 ; 346.0 ; 75.0 ; 10.4848 ; -21.0 ; 36.0 ; -0.636364 ; 227.429 ; 80.1776 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::feature::FeatureOutlinePage ; 23 ; 1 ; 0 ; 7 ; 252.0 ; 100.0 ; 10.9565 ; 248.0 ; 75.0 ; 10.7826 ; 4.0 ; 58.0 ; 0.173913 ; 335.286 ; 131.959 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::product::ConfigurationFileInfo ; 14 ; 1 ; 0 ; 4 ; 266.0 ; 185.0 ; 19.0 ; 95.0 ; 36.0 ; 6.78571 ; 171.0 ; 157.0 ; 12.2143 ; 190.857 ; 136.083 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::TreeSection ; 14 ; 1 ; 0 ; 6 ; 83.0 ; 17.0 ; 5.92857 ; 44.0 ; 6.0 ; 3.14286 ; 39.0 ; 12.0 ; 2.78571 ; 335.286 ; 190.706 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::NewAttributeAction ; 14 ; 1 ; 0 ; 9 ; 97.0 ; 41.0 ; 6.92857 ; 95.0 ; 44.0 ; 6.78571 ; 2.0 ; 6.0 ; 0.142857 ; 335.286 ; 217.811 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
