%%-*- text -*-
%
%  -- Topic: This is the defect prediction data for Eclipse 3.4 DEBUG, which
%            includes size, complexity, object-oriented metrics, and change metric data.
% 
%  -- Date:  June 2010

@relation  'eclipse34_Debug'

@attribute LOC numeric
@attribute AverageComplexity numeric
@attribute MaximumComplexity numeric
@attribute LCOM numeric
@attribute DIT numeric
@attribute IFANIN numeric
@attribute CBO numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute NIM numeric
@attribute NIV numeric
@attribute NCM numeric
@attribute NCV numeric
@attribute WMC numeric
@attribute change_times numeric
@attribute plus numeric
@attribute minus numeric
@attribute defect_num numeric
@attribute isDefective {TRUE,FALSE}

@data
5,1,1,0,0,0,1,3,3,3,0,0,0,3,11,73,72,0,FALSE
3,1,1,0,1,1,0,2,4,1,0,0,0,1,3,4,4,0,FALSE
7,1,1,0,0,0,1,5,5,5,0,0,0,5,9,80,79,0,FALSE
5,1,1,0,0,0,1,11,3,3,0,0,0,3,9,60,59,0,FALSE
8,1,1,0,2,4,3,2,25,6,0,0,0,6,15,152,206,0,FALSE
7,1,1,0,2,1,2,4,9,5,0,0,0,5,12,65,69,0,FALSE
7,1,1,0,0,0,2,1,5,5,0,0,0,5,11,99,129,0,FALSE
6,1,1,0,2,2,2,5,13,4,0,0,0,4,15,143,160,0,FALSE
3,1,1,0,0,0,2,1,1,1,0,0,0,1,7,7,27,0,FALSE
3,1,1,0,0,0,1,1,1,1,0,0,0,1,5,5,16,0,FALSE
7,1,1,0,0,0,2,2,5,5,0,0,0,5,8,8,15,0,FALSE
8,1,1,0,2,1,1,1,17,6,0,0,0,6,4,7,8,0,FALSE
159,3,8,93,1,2,21,5,14,14,0,0,7,14,31,201,577,0,FALSE
23,2,2,0,3,2,2,1,26,3,0,0,0,3,7,66,79,0,FALSE
84,1,2,76,1,1,0,0,19,19,2,0,6,19,12,161,277,0,FALSE
15,1,1,0,1,2,4,12,4,4,0,0,0,4,6,15,15,0,FALSE
74,3,13,66,3,1,5,8,17,6,1,0,0,6,16,36,88,0,FALSE
4,1,1,0,2,1,2,1,6,2,0,0,0,2,5,8,9,0,FALSE
9,1,1,0,1,1,3,1,8,7,0,0,0,7,6,9,11,0,FALSE
4,1,1,0,0,0,2,2,2,2,0,0,0,2,6,10,10,0,FALSE
18,1,1,0,3,1,6,1,22,16,0,0,0,16,9,15,69,0,FALSE
7,1,1,0,0,0,2,1,5,5,0,0,0,5,9,15,17,0,FALSE
3,1,1,0,0,0,4,3,1,1,0,0,0,1,4,19,13,0,FALSE
73,10,19,50,1,2,26,0,2,2,0,0,9,2,3,38,38,0,FALSE
9,1,1,0,2,2,0,3,7,2,1,0,0,2,2,1,1,0,FALSE
19,1,3,0,2,1,4,4,15,4,0,0,0,4,1,2,3,0,FALSE
18,1,1,60,1,2,1,7,5,5,2,0,0,5,4,14,9,0,FALSE
12,1,1,0,1,1,1,0,1,0,0,1,3,1,3,1,4,0,FALSE
7,1,1,0,2,1,5,0,3,1,0,0,0,1,3,6,7,0,FALSE
20,5,5,0,1,2,9,0,1,1,0,0,0,1,10,17,43,0,FALSE
393,3,9,92,2,2,20,0,29,27,4,0,12,27,58,610,1129,0,FALSE
4,1,1,0,1,1,1,1,5,2,0,0,0,2,3,7,21,0,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15,0,FALSE
74,2,4,54,1,1,2,0,7,7,5,0,0,7,25,293,309,0,FALSE
10,3,3,0,2,1,4,0,7,1,0,0,0,1,2,1,1,0,FALSE
23,1,3,62,1,2,4,0,4,4,2,0,0,4,7,11,21,0,FALSE
242,2,7,88,2,2,20,0,29,27,9,0,0,27,52,1081,1383,0,FALSE
115,2,5,77,1,2,9,0,14,14,5,0,0,14,16,247,306,0,FALSE
32,1,2,28,1,2,7,0,7,7,1,0,0,7,13,18,38,0,FALSE
154,3,8,71,1,1,13,0,10,9,4,1,3,10,14,107,320,0,FALSE
32,2,3,44,1,1,11,0,3,3,3,0,0,3,10,18,23,0,FALSE
71,1,5,75,1,2,9,0,10,10,4,0,0,10,17,31,95,0,FALSE
173,3,8,77,1,3,11,0,12,12,2,0,2,12,13,151,115,0,FALSE
46,1,1,60,1,2,2,0,5,5,2,0,0,5,7,10,8,0,FALSE
139,2,13,82,1,2,5,0,13,13,8,0,1,13,48,549,720,0,FALSE
34,3,4,0,2,1,10,0,6,2,0,0,0,2,10,32,29,0,FALSE
20,2,3,0,2,1,4,0,6,2,0,0,0,2,12,41,27,0,FALSE
33,3,4,0,2,1,5,0,6,2,0,0,0,2,10,25,19,0,FALSE
33,3,4,0,2,1,4,0,6,2,0,0,0,2,9,26,19,0,FALSE
35,3,4,0,2,1,12,0,6,2,0,0,0,2,11,27,20,0,FALSE
35,3,4,0,2,1,10,0,6,2,0,0,0,2,10,27,20,0,FALSE
20,2,3,0,2,1,4,0,6,2,0,0,0,2,10,25,18,0,FALSE
32,1,2,57,1,2,8,0,7,7,2,0,0,7,11,17,32,0,FALSE
30,3,5,0,1,2,0,0,2,2,0,0,0,2,4,7,6,0,FALSE
35,0,0,0,2,1,0,0,10,0,0,0,30,0,12,62,98,0,FALSE
63,2,3,33,1,1,6,0,3,0,0,3,2,3,12,209,162,0,FALSE
24,1,2,50,1,2,7,0,4,4,2,0,0,4,6,10,16,0,FALSE
30,1,2,71,1,2,9,0,7,7,0,0,1,7,3,9,9,0,FALSE
51,1,2,39,1,3,3,0,7,7,4,0,0,7,19,190,248,0,FALSE
8,2,2,0,1,2,6,0,1,1,0,0,0,1,1,0,0,0,FALSE
39,6,6,0,1,2,6,0,2,1,0,1,0,2,4,11,12,0,FALSE
63,1,2,77,6,1,14,8,148,9,1,0,0,9,3,29,18,0,FALSE
44,1,3,60,6,1,10,4,144,5,1,0,0,5,3,18,16,0,FALSE
88,1,5,88,5,1,19,2,139,18,1,0,0,18,4,36,36,0,FALSE
126,1,4,89,1,3,15,4,23,23,4,0,0,23,52,891,924,0,FALSE
9,2,2,0,2,1,3,2,18,1,0,0,0,1,18,58,54,0,FALSE
34,1,2,72,1,4,5,4,11,11,1,0,0,11,20,172,193,0,FALSE
77,1,4,86,1,3,10,1,17,17,4,0,0,17,5,9,47,0,FALSE
103,2,15,77,6,1,17,0,75,9,3,0,0,9,16,33,62,0,FALSE
15,1,1,80,1,3,5,6,5,5,1,0,0,5,6,45,68,0,FALSE
15,2,3,0,4,1,4,0,54,2,1,0,0,2,6,17,19,0,FALSE
25,0,0,0,2,1,0,0,10,0,0,0,20,0,9,49,61,0,FALSE
10,1,1,0,6,1,1,3,68,2,1,0,0,2,2,4,4,0,FALSE
25,1,2,83,2,2,8,1,11,6,1,0,0,6,2,4,4,0,FALSE
8,1,1,0,3,1,2,0,13,2,0,0,0,2,8,53,51,0,FALSE
14,2,3,0,2,1,9,0,7,2,0,0,0,2,16,304,220,0,FALSE
15,1,2,0,2,1,2,0,12,3,0,0,0,3,1,0,0,0,FALSE
68,1,2,54,5,1,12,0,127,6,4,0,3,6,3,4,51,0,FALSE
5,1,1,0,2,1,0,0,23,1,0,0,0,1,1,0,0,0,FALSE
15,1,2,0,2,1,2,0,12,3,0,0,0,3,1,0,0,0,FALSE
51,1,6,66,1,3,9,2,9,9,1,0,0,9,1,0,0,0,FALSE
59,1,6,0,2,2,15,0,18,7,0,0,0,7,5,10,25,0,FALSE
11,1,1,0,3,1,5,0,25,3,0,0,0,3,5,4,10,0,FALSE
21,1,2,0,3,1,6,0,25,3,0,0,0,3,3,1,7,0,FALSE
11,1,1,0,3,1,5,0,25,3,0,0,0,3,5,4,10,0,FALSE
11,1,1,0,3,1,5,0,25,3,0,0,0,3,5,4,10,0,FALSE
31,2,4,33,5,2,8,0,59,3,1,0,0,3,3,48,15,0,FALSE
65,1,3,75,4,3,14,0,62,9,2,1,0,10,5,36,67,0,FALSE
75,2,4,0,4,2,13,0,55,3,1,0,0,3,8,15,19,0,FALSE
5,1,1,0,5,1,1,0,70,1,0,0,0,1,5,13,17,0,FALSE
5,1,1,0,2,1,1,0,13,1,0,0,0,1,6,13,14,0,FALSE
5,1,1,0,2,1,1,0,30,1,0,0,0,1,11,198,181,0,FALSE
30,1,2,0,2,1,5,0,22,6,0,0,0,6,14,31,94,0,FALSE
5,1,1,0,3,1,1,0,34,1,0,0,0,1,5,12,16,0,FALSE
94,2,14,77,6,1,20,0,75,9,3,0,0,9,23,77,95,0,FALSE
34,1,2,66,1,2,9,2,9,9,1,0,0,9,28,444,172,0,FALSE
13,1,2,0,2,2,10,0,9,3,0,0,0,3,3,4,5,0,FALSE
13,2,2,0,2,1,6,0,7,1,0,0,0,1,1,0,0,0,FALSE
5,1,1,0,2,1,0,0,10,1,0,0,0,1,1,0,0,0,FALSE
23,1,1,0,3,2,4,0,22,7,0,0,0,7,2,1,15,0,FALSE
31,3,6,0,2,1,10,0,9,3,0,0,0,3,9,42,77,0,FALSE
32,1,4,12,4,1,10,0,56,4,2,0,0,4,3,2,29,0,FALSE
86,4,9,12,4,1,22,0,56,4,2,0,0,4,16,83,174,0,FALSE
5,1,1,0,5,1,1,0,63,1,0,0,0,1,10,44,40,0,FALSE
5,1,1,0,5,1,1,0,63,1,0,0,0,1,3,4,4,0,FALSE
5,1,1,0,5,1,1,0,63,1,0,0,0,1,10,45,41,0,FALSE
5,1,1,0,5,1,1,0,70,1,0,0,0,1,4,7,7,0,FALSE
5,1,1,0,2,1,1,0,13,1,0,0,0,1,5,11,12,0,FALSE
5,1,1,0,2,1,1,0,30,1,0,0,0,1,3,4,4,0,FALSE
30,1,2,0,2,1,5,0,22,6,0,0,0,6,10,13,60,0,FALSE
5,1,1,0,3,1,1,0,34,1,0,0,0,1,3,4,4,0,FALSE
39,2,4,0,2,1,7,0,29,4,0,2,0,6,33,374,265,0,FALSE
92,1,5,84,1,3,26,3,16,16,2,0,0,16,32,274,404,0,FALSE
52,1,4,0,2,2,5,0,20,8,0,1,0,9,23,319,291,0,FALSE
5,1,1,0,5,1,1,0,70,1,0,0,0,1,5,13,17,0,FALSE
5,1,1,0,2,1,1,0,13,1,0,0,0,1,6,13,14,0,FALSE
5,1,1,0,2,1,1,0,30,1,0,0,0,1,11,107,89,0,FALSE
30,1,2,0,2,1,5,0,22,6,0,0,0,6,14,31,94,0,FALSE
5,1,1,0,3,1,1,0,34,1,0,0,0,1,5,12,16,0,FALSE
66,1,1,50,1,2,2,0,18,18,2,0,0,18,7,9,9,0,FALSE
45,1,2,66,4,1,5,1,58,6,2,0,0,6,7,25,27,0,FALSE
92,2,4,71,5,1,26,0,67,7,3,0,0,7,9,189,223,0,FALSE
126,1,2,77,4,1,16,0,117,15,7,0,0,15,5,46,29,0,FALSE
73,2,6,66,4,1,28,0,58,5,4,1,0,6,4,29,45,0,FALSE
12,1,1,0,4,1,7,0,54,2,1,0,0,2,1,0,0,0,FALSE
96,1,3,75,4,1,21,0,110,8,5,0,1,8,5,8,9,0,FALSE
17,1,1,0,4,1,11,0,54,2,1,0,0,2,1,0,0,0,FALSE
10,1,1,0,3,1,1,0,18,3,0,0,0,3,1,0,0,0,FALSE
44,1,3,66,4,1,14,0,58,6,1,0,0,6,4,8,31,0,FALSE
49,1,3,66,4,1,10,0,58,6,2,0,0,6,4,8,19,0,FALSE
7,1,1,0,2,2,3,0,7,2,0,0,0,2,5,39,33,0,FALSE
20,2,4,0,1,2,11,0,3,3,0,0,0,3,3,4,4,0,FALSE
25,1,2,62,1,1,4,0,4,3,1,1,1,4,12,60,84,0,FALSE
26,1,1,77,1,2,1,1,9,9,2,0,0,9,5,9,9,0,FALSE
28,2,4,40,1,1,1,0,3,3,5,0,0,3,2,6,5,0,FALSE
101,1,2,84,4,2,17,12,75,23,4,0,0,23,18,158,134,0,FALSE
55,1,3,69,1,3,5,7,12,12,3,0,0,12,5,65,25,0,FALSE
26,1,1,0,5,1,6,0,83,8,0,0,0,8,8,9,10,0,FALSE
26,1,1,0,5,1,5,0,83,8,0,0,0,8,8,9,10,0,FALSE
41,2,6,33,3,1,4,0,10,3,1,0,0,3,2,2,2,0,FALSE
3,1,1,0,0,0,1,2,1,1,0,0,0,1,3,9,3,0,FALSE
29,1,1,0,5,1,5,0,84,9,0,0,0,9,8,9,10,0,FALSE
6,1,1,0,2,1,1,0,13,1,0,0,0,1,2,6,34,0,FALSE
29,1,1,0,5,1,5,0,84,9,0,0,0,9,8,9,10,0,FALSE
6,1,1,0,2,1,1,0,13,1,0,0,0,1,2,0,0,0,FALSE
29,1,1,0,5,1,5,0,84,9,0,0,0,9,8,9,10,0,FALSE
6,1,1,0,2,1,1,0,13,1,0,0,0,1,2,0,0,0,FALSE
29,1,1,0,5,1,5,0,84,9,0,0,0,9,8,9,10,0,FALSE
6,1,1,0,2,1,1,0,13,1,0,0,0,1,2,0,0,0,FALSE
26,1,1,0,5,1,5,0,83,8,0,0,0,8,8,9,10,0,FALSE
6,1,1,0,2,1,1,0,13,1,0,0,0,1,2,0,0,0,FALSE
59,1,1,0,5,2,11,0,93,18,0,0,0,18,8,12,34,0,FALSE
73,1,4,0,5,1,14,0,87,12,0,0,0,12,11,43,56,0,FALSE
53,1,1,0,5,1,7,0,84,9,0,0,0,9,8,72,63,0,FALSE
29,1,1,0,5,1,5,0,84,9,0,0,0,9,8,9,10,0,FALSE
6,1,1,0,2,1,1,0,13,1,0,0,0,1,2,0,0,0,FALSE
73,1,3,94,5,2,16,0,92,17,1,0,0,17,14,132,135,0,FALSE
10,1,1,0,2,1,3,0,14,2,0,0,0,2,5,25,22,0,FALSE
14,1,1,33,3,2,1,0,10,3,2,0,0,3,2,2,2,0,FALSE
62,1,2,84,4,1,5,0,35,11,3,0,1,11,3,5,5,0,FALSE
69,1,3,70,1,2,10,0,8,7,2,1,1,8,17,259,359,0,FALSE
249,3,10,91,1,4,29,0,18,16,6,2,7,18,9,47,62,0,FALSE
77,2,7,57,1,3,12,0,7,7,3,0,0,7,14,144,174,0,FALSE
22,2,4,33,1,2,3,0,3,3,1,0,0,3,12,60,72,0,FALSE
31,1,1,0,1,2,6,0,2,2,0,0,0,2,21,89,97,0,FALSE
433,6,27,0,1,2,43,1,19,17,0,2,0,19,56,272,695,0,FALSE
270,2,14,93,1,7,30,1,30,30,2,0,0,30,73,1105,1135,0,FALSE
19,1,2,50,2,1,1,1,14,4,1,0,0,4,1,0,0,0,FALSE
60,2,8,0,2,1,14,1,16,7,0,0,0,7,12,225,240,0,FALSE
37,4,5,0,1,2,8,1,3,3,0,0,0,3,8,64,70,0,FALSE
318,5,20,90,2,1,19,0,21,11,1,0,0,11,14,139,184,0,FALSE
28,2,3,0,3,1,7,0,19,3,0,0,0,3,4,4,4,0,FALSE
28,2,4,0,2,1,6,0,13,3,0,0,0,3,6,9,9,0,FALSE
304,6,12,0,2,1,27,0,21,12,0,0,0,12,8,99,62,0,FALSE
14,1,1,100,2,1,0,0,11,1,0,0,7,1,1,7,0,0,FALSE
141,2,4,56,1,2,13,0,4,4,4,0,0,4,24,267,313,0,FALSE
20,3,3,0,1,2,5,0,2,2,0,0,0,2,12,81,77,0,FALSE
36,1,5,80,2,1,2,1,9,5,0,0,7,5,3,74,7,0,FALSE
3,1,1,0,0,0,0,2,1,1,0,0,0,1,6,18,30,0,FALSE
4,1,1,0,0,0,1,1,2,2,0,0,0,2,1,0,0,0,FALSE
14,1,1,0,2,1,17,0,26,3,0,0,0,3,3,3,3,0,FALSE
32,1,2,53,2,2,7,0,36,5,2,0,1,5,4,7,20,0,FALSE
29,1,2,60,2,2,7,0,36,5,1,0,1,5,4,6,19,0,FALSE
23,1,2,75,2,2,8,0,35,4,1,0,0,4,1,0,0,0,FALSE
10,1,1,0,3,1,2,0,16,2,1,0,0,2,17,176,117,0,FALSE
36,1,3,71,1,1,4,0,7,7,4,0,0,7,8,54,75,0,FALSE
11,1,1,0,1,2,4,0,3,3,0,0,0,3,1,0,0,0,FALSE
175,2,10,80,1,1,26,0,12,11,4,1,1,12,21,250,397,0,FALSE
46,1,3,74,6,1,8,3,75,9,3,0,0,9,10,47,74,0,FALSE
27,4,7,0,2,1,6,0,7,2,0,0,0,2,8,39,38,0,FALSE
25,1,1,85,4,1,7,0,59,7,1,0,1,7,1,0,0,0,FALSE
64,13,13,0,1,2,16,0,1,1,0,0,0,1,17,67,80,0,FALSE
51,1,6,100,7,1,18,0,81,6,0,0,1,6,21,84,114,0,FALSE
37,4,8,0,1,2,14,0,2,2,0,0,0,2,16,53,65,0,FALSE
27,4,7,0,2,1,6,0,7,2,0,0,0,2,7,31,30,0,FALSE
49,1,4,100,7,1,12,0,82,7,0,0,1,7,18,56,92,0,FALSE
28,1,2,100,7,1,12,0,81,6,0,0,1,6,17,45,73,0,FALSE
28,5,5,0,1,2,11,0,1,1,0,0,0,1,5,74,25,0,FALSE
36,1,2,50,1,1,0,0,7,7,2,0,0,7,5,14,24,0,FALSE
268,1,4,93,4,1,34,0,127,25,10,0,0,25,22,243,219,0,FALSE
55,1,2,25,1,2,13,0,4,4,1,0,0,4,7,32,41,0,FALSE
26,1,1,85,4,1,8,0,59,7,1,0,1,7,6,39,57,0,FALSE
37,3,4,50,3,1,4,0,12,2,0,0,1,2,2,1,0,0,FALSE
40,2,6,66,8,1,9,0,237,6,1,0,0,6,5,45,43,0,FALSE
113,2,7,80,6,1,31,0,501,10,5,0,0,10,9,59,184,0,FALSE
171,2,9,84,1,1,25,0,13,12,2,1,1,13,49,704,850,0,FALSE
21,1,1,70,7,1,4,0,149,5,1,0,1,5,2,60,23,0,FALSE
82,1,6,80,1,1,5,0,10,10,4,0,0,10,25,171,280,0,FALSE
58,1,2,84,4,1,5,0,35,11,3,0,1,11,6,11,15,0,FALSE
90,1,5,88,1,2,13,0,14,14,2,0,1,14,25,97,115,0,FALSE
12,1,1,0,1,2,1,0,3,3,1,0,0,3,3,4,4,0,FALSE
21,3,5,0,2,1,7,0,7,2,0,0,0,2,1,0,0,0,FALSE
12,1,1,0,1,2,1,0,3,3,1,0,0,3,2,3,1,0,FALSE
19,3,3,0,1,2,7,0,1,1,0,0,0,1,5,19,17,0,FALSE
48,1,2,87,1,2,3,0,11,11,3,0,0,11,14,74,81,0,FALSE
41,3,8,33,2,1,8,0,8,3,1,0,0,3,9,26,28,0,FALSE
63,1,2,81,7,1,19,0,152,8,5,0,1,8,11,179,155,0,FALSE
12,1,1,0,1,2,1,0,3,3,1,0,0,3,2,3,1,0,FALSE
12,1,1,0,4,1,6,0,54,2,1,0,0,2,5,6,6,0,FALSE
589,3,14,94,1,4,39,0,35,35,4,0,1,35,99,1566,2462,0,FALSE
53,1,1,71,7,1,9,0,155,7,2,0,0,7,2,29,2,0,FALSE
44,1,3,66,7,1,10,0,150,6,1,0,0,6,12,175,121,0,FALSE
27,7,7,0,1,2,2,0,1,1,0,0,0,1,5,30,31,0,FALSE
49,1,4,43,1,1,6,0,8,8,2,0,0,8,8,30,51,0,FALSE
251,2,8,86,1,7,28,0,32,32,5,0,0,32,53,484,789,0,FALSE
3,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,FALSE
3,1,1,0,4,1,1,0,28,1,0,0,0,1,1,0,0,0,FALSE
7,1,1,0,0,0,2,0,5,5,0,0,0,5,1,0,0,0,FALSE
34,1,2,60,1,2,8,0,6,6,2,0,3,6,3,5,5,0,FALSE
2084,2,23,97,4,3,117,3,162,121,46,0,13,121,45,424,976,0,FALSE
64,2,8,16,5,1,6,1,168,6,1,0,0,6,4,15,16,0,FALSE
23,1,1,50,3,1,4,0,20,4,3,0,0,4,7,43,10,0,FALSE
177,3,7,83,2,2,16,0,15,12,6,0,5,12,7,108,227,0,FALSE
71,2,6,0,2,1,13,4,17,7,0,0,0,7,8,159,193,0,FALSE
28,1,3,60,2,1,3,6,9,5,0,0,1,5,1,0,0,0,FALSE
48,2,5,0,2,1,8,1,20,5,0,0,0,5,9,67,113,0,FALSE
142,2,6,100,1,2,11,13,15,15,0,0,1,15,15,401,424,0,FALSE
146,1,4,90,1,2,13,2,10,10,1,0,0,10,12,323,419,0,FALSE
42,1,1,0,1,2,6,2,4,4,0,0,0,4,8,128,134,0,FALSE
93,4,6,0,3,1,11,1,33,6,0,0,0,6,10,64,221,0,FALSE
12,3,3,0,4,1,5,0,29,1,0,0,0,1,5,38,166,0,FALSE
14,1,1,0,2,1,5,0,19,4,0,0,0,4,10,70,205,0,FALSE
9,2,2,0,3,1,3,0,10,1,0,0,1,1,1,0,0,0,FALSE
8,2,2,0,3,1,3,0,10,1,0,0,0,1,1,0,0,0,FALSE
14,1,1,0,2,1,5,0,19,4,0,0,0,4,8,61,61,0,FALSE
11,1,1,0,2,1,5,0,18,3,0,0,0,3,7,55,55,0,FALSE
16,1,2,0,2,1,4,0,18,3,0,0,0,3,3,4,4,0,FALSE
34,2,3,0,3,1,8,0,20,3,0,0,0,3,1,0,0,0,FALSE
26,1,4,0,2,1,7,0,19,4,0,0,0,4,3,6,14,0,FALSE
30,3,4,0,2,1,6,0,6,2,0,0,1,2,1,0,0,0,FALSE
14,1,1,0,2,1,5,0,19,4,0,0,0,4,3,5,5,0,FALSE
15,2,2,0,3,1,6,0,19,2,0,0,0,2,4,8,16,0,FALSE
8,2,2,0,3,1,3,0,10,1,0,0,0,1,1,0,0,0,FALSE
35,2,4,0,2,1,6,1,20,5,0,0,0,5,10,95,108,0,FALSE
13,3,3,0,3,1,5,0,10,1,0,0,0,1,1,0,0,0,FALSE
14,1,1,0,2,1,5,0,19,4,0,0,0,4,8,60,60,0,FALSE
128,2,8,91,2,1,14,2,27,12,0,0,1,12,12,262,310,0,FALSE
8,1,1,0,1,2,6,1,2,2,0,0,0,2,3,40,40,0,FALSE
71,2,5,0,3,1,16,2,28,11,0,0,0,11,7,163,194,0,FALSE
8,2,2,0,3,1,3,0,10,1,0,0,0,1,1,0,0,0,FALSE
232,2,5,79,3,1,15,0,100,15,6,0,4,15,15,60,57,0,FALSE
14,1,1,33,1,1,0,0,3,3,2,0,0,3,5,14,5,0,FALSE
16,1,2,50,3,1,2,0,63,2,1,0,0,2,5,15,14,0,FALSE
127,1,5,76,4,2,20,0,94,11,5,0,0,11,31,225,304,0,FALSE
119,1,1,65,4,2,24,0,91,8,4,0,0,8,23,431,517,0,FALSE
84,2,3,85,4,1,16,0,75,7,0,0,1,7,23,141,304,0,FALSE
506,2,8,86,3,2,36,0,82,17,7,0,5,17,22,199,394,0,FALSE
130,1,3,75,3,2,28,0,78,13,6,0,0,13,22,124,215,0,FALSE
77,6,12,66,2,1,11,0,9,3,0,0,3,3,17,217,286,0,FALSE
19,1,2,50,7,1,9,0,82,4,1,0,0,4,12,34,38,0,FALSE
82,3,4,50,5,1,29,0,126,4,4,0,0,4,22,126,119,0,FALSE
35,1,5,85,1,2,4,0,7,7,1,0,0,7,3,4,4,0,FALSE
43,2,7,62,2,1,7,0,9,4,2,0,0,4,4,5,5,0,FALSE
47,3,3,50,2,1,20,0,6,2,1,0,0,2,15,33,32,0,FALSE
31,2,4,0,2,1,8,0,7,3,0,0,0,3,8,21,49,0,FALSE
128,1,4,65,5,1,26,0,132,10,5,0,2,10,11,45,214,0,FALSE
27,4,4,0,2,1,13,0,5,1,0,0,1,1,8,15,15,0,FALSE
37,3,4,0,2,1,14,0,7,3,0,0,0,3,9,22,53,0,FALSE
56,1,1,46,7,1,18,0,163,5,2,0,1,5,15,29,115,0,FALSE
20,4,4,0,2,1,17,0,5,1,0,0,0,1,10,18,19,0,FALSE
30,1,1,33,6,1,12,0,132,3,1,0,0,3,5,8,8,0,FALSE
18,4,4,0,2,1,10,0,5,1,0,0,0,1,8,17,18,0,FALSE
7,1,1,0,2,1,4,0,5,1,0,0,0,1,7,14,15,0,FALSE
29,2,4,0,7,1,6,0,81,3,0,0,0,3,5,6,6,0,FALSE
51,2,6,41,7,1,12,0,82,4,3,0,0,4,7,14,12,0,FALSE
42,3,5,33,6,1,22,0,69,3,2,0,0,3,12,75,68,0,FALSE
37,2,4,55,6,1,17,0,69,3,3,0,0,3,7,11,19,0,FALSE
44,5,5,0,1,2,8,0,1,1,0,0,0,1,7,18,27,0,FALSE
14,1,1,0,7,1,6,0,81,3,0,0,0,3,5,6,6,0,FALSE
41,3,4,0,1,2,11,0,3,3,0,0,0,3,8,14,12,0,FALSE
25,1,3,50,7,1,6,0,82,4,1,0,0,4,10,36,26,0,FALSE
89,1,4,83,6,1,10,6,78,12,3,0,0,12,4,5,5,0,FALSE
11,1,2,0,1,2,2,0,2,2,0,0,0,2,3,4,4,0,FALSE
46,3,6,50,4,1,5,0,17,4,1,0,0,4,7,21,67,0,FALSE
85,2,5,58,7,1,9,0,335,8,3,0,0,8,14,40,45,0,FALSE
33,2,5,0,1,2,12,0,4,4,0,0,0,4,9,15,28,0,FALSE
11,1,2,0,1,2,2,0,2,2,0,0,0,2,3,4,4,0,FALSE
24,1,2,50,4,1,4,0,17,4,1,0,0,4,3,4,4,0,FALSE
49,2,5,0,1,2,8,0,5,4,0,1,0,5,9,30,50,0,FALSE
40,1,2,71,1,2,5,0,7,6,1,1,1,7,6,86,98,0,FALSE
222,2,11,83,2,2,37,0,44,17,8,0,0,17,23,228,143,0,FALSE
38,1,2,75,1,2,1,0,9,9,4,0,0,9,5,8,22,0,FALSE
42,2,4,40,1,3,14,0,5,5,1,0,0,5,28,278,293,0,FALSE
50,0,0,0,2,1,0,0,10,0,0,0,45,0,10,53,108,0,FALSE
44,2,4,60,1,1,11,0,4,2,0,2,5,4,9,34,20,0,FALSE
30,2,4,0,7,1,6,0,81,3,0,0,0,3,5,6,6,0,FALSE
43,2,6,0,2,1,8,0,7,3,0,0,0,3,7,14,18,0,FALSE
5,1,1,0,2,1,1,0,8,1,0,0,0,1,4,6,6,0,FALSE
8,1,1,0,2,1,2,0,5,1,0,0,0,1,4,6,5,0,FALSE
8,1,1,0,2,1,2,0,5,1,0,0,0,1,4,6,5,0,FALSE
3,1,1,0,0,0,2,2,1,1,0,0,0,1,5,6,9,0,FALSE
45,2,2,0,2,1,3,0,5,1,1,0,0,1,1,0,0,0,FALSE
5,1,1,0,2,1,1,0,8,1,0,0,0,1,5,21,7,0,FALSE
46,2,4,70,1,2,10,4,4,4,5,0,0,4,13,26,37,0,FALSE
68,2,7,0,1,2,18,4,7,7,0,0,0,7,19,65,67,0,FALSE
13,3,3,0,1,2,10,0,1,1,0,0,0,1,6,7,7,0,FALSE
146,4,10,87,1,1,18,0,8,7,0,1,1,8,25,253,364,0,FALSE
14,1,2,0,1,2,2,0,2,2,1,0,0,2,6,23,21,0,FALSE
9,2,2,0,2,1,3,0,5,1,0,0,0,1,6,7,7,0,FALSE
36,0,0,0,2,1,0,0,10,0,0,0,32,0,10,56,80,0,FALSE
9,2,2,0,4,1,1,0,14,1,0,0,0,1,5,14,7,0,FALSE
41,2,3,70,1,1,9,0,4,3,1,1,4,4,9,11,12,0,FALSE
12,2,2,0,1,2,8,0,1,1,0,0,0,1,2,2,2,0,FALSE
37,9,9,0,2,1,0,0,31,1,0,0,0,1,7,18,29,0,FALSE
39,2,4,62,1,1,8,0,4,3,1,1,1,4,1,0,0,0,FALSE
15,1,1,0,1,1,1,1,4,4,1,0,0,4,3,3,5,0,FALSE
381,2,13,89,1,1,24,1,31,31,8,0,1,31,16,169,265,0,FALSE
72,1,4,81,2,1,6,4,20,11,4,0,0,11,22,328,314,0,FALSE
42,1,2,75,1,1,3,0,4,3,0,1,1,4,4,13,13,0,FALSE
119,2,6,0,2,1,7,1,41,10,0,0,0,10,5,16,10,0,FALSE
335,1,7,81,5,2,31,1,238,48,3,0,0,48,27,550,497,0,FALSE
612,2,20,96,4,2,36,1,190,72,9,0,3,72,70,4124,4339,0,FALSE
